1	145	9.7158333333	0.003
2	145	9.7388888889	0.002
3	144	9.7266666667	0.007
4	144	9.7275	0.007
5	144	9.7291666667	0.007
6	144	9.7305555556	0.009
7	144	9.7366666667	-0.001
8	145	9.74	0.004
9	147	9.7480555556	-0.001
10	145	9.7422222222	0.001
11	145	9.7433333333	0.002
12	147	9.7494444444	0.001
13	147	9.7511111111	0.002
14	147	9.7519444444	0.003
15	144	10.5872222222	0.001
16	147	9.7530555556	0.004
17	144	10.5852777778	0
18	144	10.5886111111	0.001
19	144	10.5916666667	0
20	145	10.5972222222	-0.003
21	144	10.5927777778	0.001
22	145	10.5986111111	-0.002
23	147	10.6083333333	0
24	145	10.5997222222	-0.003
25	145	10.6019444444	-0.003
26	145	10.6030555556	-0.001
27	147	10.6105555556	-0.001
28	147	10.6094444444	0
29	147	10.6119444444	-0.001
30	144	11.6158333333	0.017
31	147	10.6130555556	0
32	144	11.6144444444	0.012
33	145	11.6483333333	0.006
34	144	11.6191666667	0.019
35	144	11.6202777778	0.018
36	144	11.6213888889	0.017
37	145	11.6463888889	-0.126
38	145	11.6475	0.008
39	145	11.6494444444	0.002
40	145	11.6516666667	-0.112
41	147	11.6619444444	0.002
42	147	11.6644444444	0.007
43	147	11.6630555556	0.008
44	144	12.575	0.06
45	147	11.6652777778	0.007
46	147	11.6663888889	0.009
47	144	12.5733333333	0.062
48	144	12.5761111111	0.058
49	144	12.5775	0.059
50	145	14.0461111111	0.082
51	144	12.5786111111	0.063
52	145	12.5836111111	0.026
53	145	12.5844444444	0.028
54	145	12.5855555556	0.025
55	145	12.5869444444	0.024
56	145	12.5894444444	0.023
57	145	12.5902777778	0.025
58	147	12.5952777778	0.025
59	147	12.5963888889	0.027
60	147	12.5977777778	0.024
61	147	12.5986111111	0.027
62	147	12.5997222222	0.026
63	144	14.0363888889	0.106
64	145	14.0475	0.083
65	144	14.0691666667	0.106
66	145	14.0486111111	0.084
67	145	14.0505555556	0.084
68	145	14.0516666667	0.084
69	147	14.0563888889	0.082
70	147	14.0572222222	0.086
71	147	14.0583333333	0.083
72	147	14.0594444444	0.083
73	147	14.0605555556	0.083
74	144	14.0669444444	0.097
75	144	14.0677777778	0.107
76	144	14.6586111111	0.122
77	144	14.07	0.107
78	144	14.0711111111	0.108
79	144	14.6575	0.132
80	144	14.6597222222	0.128
81	145	14.6688888889	0.106
82	144	14.6608333333	0.126
83	144	14.6622222222	0.124
84	145	14.6677777778	0.092
85	145	14.67	0.106
86	145	14.6711111111	0.102
87	147	14.6797222222	0.094
88	145	14.6733333333	0.103
89	147	14.6786111111	0.096
90	147	14.6808333333	0.098
91	147	14.6819444444	0.099
93	147	14.6830555556	0.094
96	145	15.1688888889	0.118
97	144	15.1558333333	0.147
98	144	15.1569444444	0.145
99	144	15.1583333333	0.146
100	144	15.1591666667	0.144
101	144	15.1608333333	0.145
102	144	15.7483333333	0.146
103	145	15.17	0.124
104	145	15.1711111111	0.119
105	145	15.1722222222	0.124
106	145	15.1736111111	0.122
107	147	15.1794444444	0.123
108	147	15.1805555556	0.122
109	147	15.1816666667	0.118
110	147	15.1827777778	0.116
111	147	15.1836111111	0.115
112	144	15.7472222222	0.147
113	144	15.7494444444	0.145
114	145	15.7647222222	0.136
115	144	15.7505555556	0.146
116	144	15.7519444444	0.153
117	145	15.7586111111	0.135
118	145	15.7608333333	0.138
119	145	15.7619444444	0.138
120	145	15.7633333333	0.132
121	147	15.7702777778	0.122
122	147	15.7711111111	0.123
123	147	15.7722222222	0.124
124	147	15.7733333333	0.124
125	147	15.7744444444	0.13
126	144	16.2266666667	0.132
127	144	16.1969444444	0.171
128	144	16.1983333333	0.179
129	144	16.1997222222	0.181
130	144	16.2008333333	0.197
131	144	16.2022222222	0.217
132	145	16.2130555556	0.144
133	145	16.2155555556	0.143
134	145	16.2166666667	0.139
135	145	16.2183333333	0.142
136	145	16.2194444444	0.142
137	147	16.2252777778	0.134
138	147	16.2291666667	0.135
140	147	16.2305555556	0.134
141	147	16.2344444444	0.134
142	144	16.5602777778	0.157
143	144	16.5613888889	0.151
144	144	16.5625	0.157
145	144	16.5638888889	0.151
146	144	16.5647222222	0.153
147	145	16.5711111111	0.145
148	145	16.5722222222	0.145
149	145	16.5733333333	0.148
150	145	16.575	0.147
151	145	16.5761111111	0.148
152	147	16.5877777778	0.139
153	147	16.5886111111	0.142
154	147	16.59	0.137
155	147	16.5913888889	0.137
156	147	16.5936111111	0.139
170	144	17.8116666667	0.186
172	144	17.8102777778	0.184
173	147	17.8380555556	0.211
174	144	17.8130555556	0.185
175	144	17.8152777778	0.185
176	144	17.8163888889	0.186
177	145	17.8238888889	0.175
178	145	17.8252777778	0.175
179	145	17.8266666667	0.177
180	145	17.8280555556	0.172
181	145	17.8302777778	0.176
182	147	17.8413888889	0.166
183	147	17.8402777778	0.166
184	145	18.1847222222	0.17
185	147	17.8427777778	0.166
186	147	17.8438888889	0.164
187	144	18.1688888889	0.173
188	144	18.1702777778	0.173
189	144	18.1713888889	0.177
190	144	18.1725	0.17
191	144	18.1741666667	0.17
192	145	18.1819444444	0.169
193	145	18.1833333333	0.173
194	145	18.1861111111	0.172
195	144	18.7183333333	0.194
196	145	18.1872222222	0.166
197	147	18.1927777778	0.158
198	147	18.1941666667	0.157
199	147	18.1955555556	0.167
200	147	18.1969444444	0.16
201	147	18.2025	0.164
202	144	18.7133333333	0.187
203	144	18.715	0.183
204	144	18.7166666667	0.194
205	144	18.7194444444	0.187
206	147	18.7413888889	0.184
207	145	18.7263888889	0.183
208	145	18.7277777778	0.178
209	145	18.7288888889	0.179
210	145	18.7305555556	0.185
211	145	18.7316666667	0.188
212	147	18.7388888889	0.182
213	147	18.74	0.182
214	147	18.7433333333	0.175
215	144	19.1719444444	0.196
216	147	18.7444444444	0.183
217	144	19.1708333333	0.191
218	144	19.1733333333	0.193
219	147	19.7408333333	0.195
220	144	19.175	0.193
221	144	19.1769444444	0.188
222	144	19.1788888889	0.195
223	147	19.2108333333	0.181
224	147	19.2127777778	0.177
225	147	19.2169444444	0.191
226	147	19.2194444444	0.186
227	147	19.2208333333	0.188
228	144	19.7172222222	0.2
229	144	19.7188888889	0.198
230	144	19.72	0.193
231	144	19.7219444444	0.2
232	144	19.7230555556	0.203
233	145	19.7291666667	0.201
234	145	19.7305555556	0.204
235	145	19.7316666667	0.199
236	145	19.7330555556	0.199
237	145	19.7344444444	0.199
238	147	19.7397222222	0.192
239	147	19.7419444444	0.189
240	144	20.0961111111	0.197
241	147	19.7433333333	0.189
242	147	19.7447222222	0.192
243	144	20.0972222222	0.19
244	147	22.1233333333	0.24
245	144	20.0991666667	0.183
246	144	20.1005555556	0.187
247	144	20.1019444444	0.188
248	145	20.11	0.203
249	145	20.1113888889	0.198
250	145	20.1127777778	0.198
251	145	20.1158333333	0.207
252	145	20.1172222222	0.202
253	147	20.1244444444	0.191
254	147	20.1255555556	0.191
255	147	20.1266666667	0.191
256	147	20.1280555556	0.195
257	147	20.1305555556	0.194
258	147	20.1319444444	0.195
259	144	20.7936111111	0.201
260	144	20.795	0.208
261	144	20.7963888889	0.21
262	144	20.7986111111	0.202
263	144	20.8	0.2
264	145	20.8066666667	0.21
265	145	20.8088888889	0.21
266	145	20.81	0.213
267	145	20.8113888889	0.208
268	145	20.8141666667	0.215
269	147	20.8194444444	0.203
270	147	20.8211111111	0.2
271	147	20.8222222222	0.198
272	147	20.8238888889	0.209
273	147	20.8258333333	0.201
274	145	21.5541666667	0.205
275	145	21.5555555556	0.208
276	145	21.5597222222	0.214
277	145	21.5611111111	0.213
278	145	21.5622222222	0.217
279	144	21.5780555556	0.201
280	144	21.5794444444	0.199
281	144	21.5808333333	0.199
282	144	21.5819444444	0.195
283	144	21.5833333333	0.197
284	147	21.5933333333	0.222
285	147	21.5947222222	0.218
286	147	21.5961111111	0.224
287	147	21.5972222222	0.229
288	147	21.5986111111	0.227
289	147	21.6	0.222
290	144	22.5897222222	0.225
291	144	22.5913888889	0.225
292	144	22.5927777778	0.221
293	144	22.5941666667	0.23
294	144	22.5958333333	0.223
295	145	22.605	0.212
296	145	22.6061111111	0.212
297	145	22.6091666667	0.215
298	145	22.6111111111	0.216
299	145	22.6125	0.209
300	147	22.6247222222	0.24
301	144	23.6597222222	0.233
302	147	22.6261111111	0.237
303	147	22.6272222222	0.24
304	147	22.6286111111	0.238
305	144	23.6566666667	0.235
306	144	23.6583333333	0.232
307	144	23.6625	0.234
308	145	23.6988888889	0.228
309	144	23.6638888889	0.231
310	145	23.6958333333	0.224
311	145	23.7005555556	0.224
312	147	23.7177777778	0.221
313	145	23.7025	0.226
314	145	23.7038888889	0.216
315	147	23.7125	0.213
316	147	23.7138888889	0.238
317	147	23.7152777778	0.22
318	147	23.7163888889	0.215
320	144	24.5516666667	0.235
321	144	24.5533333333	0.236
322	147	24.5827777778	0.242
323	144	24.5544444444	0.24
324	144	24.5558333333	0.23
325	144	24.5577777778	0.236
326	145	24.5677777778	0.229
327	145	24.5694444444	0.225
328	145	24.5705555556	0.231
329	145	24.5722222222	0.233
330	145	24.5741666667	0.231
331	147	24.5841666667	0.238
332	147	24.5855555556	0.239
333	147	24.5891666667	0.237
334	147	24.5902777778	0.246
335	144	25.4622222222	0.244
336	144	25.4644444444	0.247
337	144	25.4666666667	0.252
338	144	25.4680555556	0.243
339	144	25.4691666667	0.241
340	145	25.4755555556	0.236
341	145	25.4772222222	0.238
342	145	25.4786111111	0.243
343	145	25.4802777778	0.243
344	145	25.4816666667	0.24
345	147	25.4961111111	0.251
346	147	25.4975	0.262
347	147	25.4986111111	0.27
348	147	25.5	0.243
349	147	25.5013888889	0.262
